Names	experiment Cy3	experiment Cy5
GSM1107333_9477_raw.txt.gz	hhf1	ref
GSM1107330_5461_raw.txt.gz	ref	heh2
GSM1107331_8415_raw.txt.gz	hfm1	ref
GSM1107628_8434_raw.txt.gz	ref	rad57
GSM1107629_7453_raw.txt.gz	rai1	ref
GSM1107338_11609_raw.txt.gz	ref	hmo1
GSM1107339_7660_raw.txt.gz	hnt3	ref
GSM630256.txt.gz	ref	psr1
GSM630257.txt.gz	psr2	ref
GSM630254.txt.gz	ref	psk2
GSM630255.txt.gz	psr1	ref
GSM630252.txt.gz	ref	psk1
GSM630253.txt.gz	psk2	ref
GSM630250.txt.gz	ref	prr2
GSM630251.txt.gz	psk1	ref
GSM630258.txt.gz	ref	psr2
GSM1107606_7609_raw.txt.gz	rad1	ref
GSM1107607_8448_raw.txt.gz	ref	rad1
GSM636569_2155_raw.txt.gz	sgf73	ref
GSM1107938_3982_raw.txt.gz	ref	vps28
GSM1107939_4345_raw.txt.gz	vps3	ref
GSM1107248_10735_raw.txt.gz	doa4	ref
GSM1107249_4075_raw.txt.gz	doc1	ref
GSM1107242_6287_raw.txt.gz	ref	dig1
GSM1107243_8493_raw.txt.gz	dig2	ref
GSM1107240_3945_raw.txt.gz	ref	did4
GSM1107241_6277_raw.txt.gz	dig1	ref
GSM1107246_1186_raw.txt.gz	ref	doa1
GSM1107247_5550_raw.txt.gz	ref	doa4
GSM1107244_8025_raw.txt.gz	ref	dig2
GSM1107245_1178_raw.txt.gz	doa1	ref
GSM1107609_3996_raw.txt.gz	ref	rad18
GSM1107883_305_raw.txt.gz	ubp16	ref
GSM1107808_7873_raw.txt.gz	swi5	ref
GSM1107809_8620_raw.txt.gz	ref	swi5
GSM1107804_5934_raw.txt.gz	swa2	ref
GSM1107805_5939_raw.txt.gz	ref	swa2
GSM1107806_6659_raw.txt.gz	swi4	ref
GSM1107807_7716_raw.txt.gz	ref	swi4
GSM636625_7595_raw.txt.gz	swp82	ref
GSM1107801_7555_raw.txt.gz	ref	stp3
GSM1107802_8427_raw.txt.gz	sub1	ref
GSM1107803_7471_raw.txt.gz	ref	sub1
GSM1106267_6619_raw.txt.gz	cup2	ref
GSM1106266_1078_raw.txt.gz	ref	cul3
GSM1106265_1072_raw.txt.gz	cul3	ref
GSM636364_5191_raw.txt.gz	ref	caf40
GSM636365_6165_raw.txt.gz	ccr4	ref
GSM636366_6169_raw.txt.gz	ref	ccr4
GSM1106264_3037_raw.txt.gz	ref	cue5
GSM636360_5424_raw.txt.gz	ref	caf16
GSM636361_5420_raw.txt.gz	caf4	ref
GSM636362_5426_raw.txt.gz	ref	caf4
GSM636363_5186_raw.txt.gz	caf40	ref
GSM1106263_3031_raw.txt.gz	cue5	ref
GSM636368_858_raw.txt.gz	ref	cdc73
GSM636369_847_raw.txt.gz	chd1	ref
GSM1106262_4191_raw.txt.gz	ref	cue4
GSM636562_4013_raw.txt.gz	ref	set2
GSM636563_7814_raw.txt.gz	set3	ref
GSM636560_2843_raw.txt.gz	ref	set1
GSM636561_2634_raw.txt.gz	set2	ref
GSM636566_9553_raw.txt.gz	ref	sgf11
GSM1106917_2899_raw.txt.gz	ula1	ref
GSM636564_6894_raw.txt.gz	ref	set3
GSM636565_9541_raw.txt.gz	sgf11	ref
GSM636568_2166_raw.txt.gz	ref	sgf29
GSM1106916_4071_raw.txt.gz	ref	uip4
GSM1106508_8243_raw.txt.gz	mf(alpha)2	ref
GSM1106509_1771_raw.txt.gz	mga1	ref
GSM1106506_6707_raw.txt.gz	ref	met32
GSM1106507_8326_raw.txt.gz	ref	mf(alpha)1
GSM1106504_6249_raw.txt.gz	met31	ref
GSM1106505_7322_raw.txt.gz	ref	met31
GSM1106502_6106_raw.txt.gz	met28	ref
GSM1106503_6116_raw.txt.gz	ref	met28
GSM1106500_6179_raw.txt.gz	met10	ref
GSM1106501_6190_raw.txt.gz	ref	met10
GSM636496_6568_raw.txt.gz	ref	nap1
GSM636497_2153_raw.txt.gz	ngg1	ref
GSM636494_1322_raw.txt.gz	msi1	ref
GSM636495_1318_raw.txt.gz	ref	msi1
GSM636492_6166_raw.txt.gz	med9	ref
GSM636493_6170_raw.txt.gz	ref	med9
GSM636490_2833_raw.txt.gz	med5	ref
GSM636491_2834_raw.txt.gz	ref	med5
GSM636498_2165_raw.txt.gz	ref	ngg1
GSM636499_6665_raw.txt.gz	nhp10	ref
GSM1106212_262_raw.txt.gz	ref	chf2
GSM1106213_7339_raw.txt.gz	ref	chl4
GSM1106210_9455_raw.txt.gz	ref	cex1
GSM1106211_257_raw.txt.gz	chf2	ref
GSM1106216_8492_raw.txt.gz	cin4	ref
GSM1106217_8022_raw.txt.gz	ref	cin4
GSM1106214_8947_raw.txt.gz	ref	chz1
GSM1106215_6921_raw.txt.gz	ref	cin2
GSM1106218_6882_raw.txt.gz	clb3	ref
GSM1106219_8055_raw.txt.gz	clb4	ref
GSM636624_9193_raw.txt.gz	ref	swi3
GSM636388_8759_raw.txt.gz	ref	eaf1
GSM636389_9581_raw.txt.gz	eaf3	ref
GSM1106698_7315_raw.txt.gz	rdr1	ref
GSM1106699_6273_raw.txt.gz	rds1	ref
GSM636382_8024_raw.txt.gz	ref	dot1
GSM1106697_6298_raw.txt.gz	ref	rdr1
GSM1106694_8345_raw.txt.gz	ref	rbg2
GSM1106695_7306_raw.txt.gz	rdh54	ref
GSM1106692_4083_raw.txt.gz	ref	rad7
GSM1106693_7606_raw.txt.gz	rad9	ref
GSM1106690_8152_raw.txt.gz	ref	rad59
GSM1106691_4077_raw.txt.gz	rad7	ref
GSM1106326_3983_raw.txt.gz	ref	egd2
GSM1106327_1542_raw.txt.gz	eri1	ref
GSM1106324_8969_raw.txt.gz	egd1	ref
GSM1106325_3977_raw.txt.gz	egd2	ref
GSM1106322_6733_raw.txt.gz	eds1	ref
GSM1106323_8354_raw.txt.gz	ref	egd1
GSM1106320_5407_raw.txt.gz	edc3	ref
GSM1106321_5413_raw.txt.gz	ref	edc3
GSM1106328_1555_raw.txt.gz	ref	eri1
GSM1106329_7674_raw.txt.gz	ert1	ref
GSM1107400_8224_raw.txt.gz	ref	loc1
GSM819538_1450_raw.txt.gz	ref	glk1
GSM819539_1289_raw.txt.gz	gpa2	ref
GSM1107401_6563_raw.txt.gz	los1	ref
GSM819534_5770_raw.txt.gz	ref	glg1
GSM819535_5767_raw.txt.gz	glg2	ref
GSM630089.txt.gz	abc1	ref
GSM819537_1445_raw.txt.gz	glk1	ref
GSM819530_4650_raw.txt.gz	gdb1	ref
GSM1107402_7672_raw.txt.gz	ref	los1
GSM819533_5766_raw.txt.gz	glg1	ref
GSM1107857_7345_raw.txt.gz	tub3	ref
GSM1107403_5284_raw.txt.gz	lrp1	ref
GSM636616_9134_raw.txt.gz	ref	swc5
GSM1107856_10264_raw.txt.gz	ref	tsr2
GSM1107404_5283_raw.txt.gz	ref	lrp1
GSM1107855_10253_raw.txt.gz	tsr2	ref
GSM1107405_9118_raw.txt.gz	lsm1	ref
GSM1107854_6483_raw.txt.gz	ref	trx2
GSM1107406_9127_raw.txt.gz	ref	lsm1
GSM1107853_6477_raw.txt.gz	trx2	ref
GSM1107407_10378_raw.txt.gz	ref	lsm12
GSM1107852_9001_raw.txt.gz	ref	trm10
GSM1107851_8364_raw.txt.gz	trm10	ref
GSM1107850_10080_raw.txt.gz	ref	trm1
GSM1107031_8309_raw.txt.gz	ref	ymr074c
GSM1107030_7017_raw.txt.gz	ymr003w	ref
GSM1107033_7140_raw.txt.gz	ref	ymr209c
GSM1107032_9707_raw.txt.gz	ref	ymr1
GSM1107035_2627_raw.txt.gz	ref	ymr258c
GSM1107034_2621_raw.txt.gz	ymr258c	ref
GSM1107037_3232_raw.txt.gz	ref	ymr310c
GSM1107036_3226_raw.txt.gz	ymr310c	ref
GSM1107039_8350_raw.txt.gz	ref	ynk1
GSM1107038_6464_raw.txt.gz	ref	ymr315w
GSM1107749_277_raw.txt.gz	ref	slx5
GSM1107748_275_raw.txt.gz	slx5	ref
GSM1107913_3419_raw.txt.gz	usa1	ref
GSM1107109_8628_raw.txt.gz	ref	arg82
GSM1107108_6981_raw.txt.gz	arg82	ref
GSM1107105_8554_raw.txt.gz	arg80	ref
GSM1107104_6312_raw.txt.gz	ref	arg80
GSM1107107_6152_raw.txt.gz	ref	arg81
GSM1107106_6140_raw.txt.gz	arg81	ref
GSM1107101_7968_raw.txt.gz	ref	apn2
GSM1107100_7828_raw.txt.gz	apn2	ref
GSM1107103_8521_raw.txt.gz	ref	apq12
GSM1107102_9524_raw.txt.gz	apq12	ref
GSM1107639_6919_raw.txt.gz	rgp1	ref
GSM1107638_6342_raw.txt.gz	ref	rfx1
GSM1107633_5594_raw.txt.gz	rcy1	ref
GSM1107632_11629_raw.txt.gz	ref	rcm1
GSM1107631_11630_raw.txt.gz	rcm1	ref
GSM1107630_7462_raw.txt.gz	ref	rai1
GSM1107637_7677_raw.txt.gz	rfx1	ref
GSM1107636_7656_raw.txt.gz	ref	rev3
GSM1107635_8263_raw.txt.gz	rev3	ref
GSM1107634_5600_raw.txt.gz	ref	rcy1
GSM1107325_8261_raw.txt.gz	hap5	ref
GSM1107324_9914_raw.txt.gz	ref	hap1
GSM1107327_8209_raw.txt.gz	hcr1	ref
GSM630268.txt.gz	ref	ptc3
GSM1107321_6109_raw.txt.gz	hal9	ref
GSM1107320_6155_raw.txt.gz	ref	gzf3
GSM1107323_9906_raw.txt.gz	hap1	ref
GSM1107322_6119_raw.txt.gz	ref	hal9
GSM630263.txt.gz	ptc1	ref
GSM630267.txt.gz	ptc3	ref
GSM630266.txt.gz	ref	ptc2
GSM630265.txt.gz	ptc2	ref
GSM630264.txt.gz	ref	ptc1
GSM1107259_2955_raw.txt.gz	ecm30	ref
GSM1107258_8439_raw.txt.gz	ref	ebs1
GSM1107929_4296_raw.txt.gz	vps16	ref
GSM1107928_9027_raw.txt.gz	ref	vps1
GSM1107251_6872_raw.txt.gz	dpb3	ref
GSM1107250_4081_raw.txt.gz	ref	doc1
GSM1107253_9529_raw.txt.gz	dss1	ref
GSM1107252_7852_raw.txt.gz	ref	dpb3
GSM1107255_2738_raw.txt.gz	dst1	ref
GSM1107254_8913_raw.txt.gz	ref	dss1
GSM1107257_7661_raw.txt.gz	ebs1	ref
GSM1107256_2744_raw.txt.gz	ref	dst1
GSM1107813_4080_raw.txt.gz	ref	swm1
GSM1107812_4074_raw.txt.gz	swm1	ref
GSM1107811_9144_raw.txt.gz	ref	swi6
GSM1107810_9161_raw.txt.gz	swi6	ref
GSM1107817_4966_raw.txt.gz	ref	sxm1
GSM1107816_4960_raw.txt.gz	sxm1	ref
GSM1107815_10428_raw.txt.gz	ref	swt21
GSM1107814_10416_raw.txt.gz	swt21	ref
GSM636632_2113_raw.txt.gz	tup1	ref
GSM636633_2116_raw.txt.gz	ref	tup1
GSM636630_8353_raw.txt.gz	tos4	ref
GSM636631_9012_raw.txt.gz	ref	tos4
GSM636636_6978_raw.txt.gz	ref	ume1
GSM636637_7945_raw.txt.gz	ume1	ref
GSM636634_4374_raw.txt.gz	ubp8	ref
GSM636635_4379_raw.txt.gz	ref	ubp8
GSM636647_5393_raw.txt.gz	ref	yku70
GSM636557_9185_raw.txt.gz	sds3	ref
GSM636556_1245_raw.txt.gz	ref	sdc1
GSM636555_1244_raw.txt.gz	sdc1	ref
GSM636554_7946_raw.txt.gz	sas5	ref
GSM636553_6984_raw.txt.gz	ref	sas5
GSM636552_4352_raw.txt.gz	ref	sas4
GSM636551_4347_raw.txt.gz	sas4	ref
GSM636550_996_raw.txt.gz	ref	sas3
GSM636559_2841_raw.txt.gz	set1	ref
GSM636558_9196_raw.txt.gz	ref	sds3
GSM636516_1545_raw.txt.gz	rad6	ref
GSM1106519_2867_raw.txt.gz	ref	mig3
GSM1106518_2862_raw.txt.gz	mig3	ref
GSM1106515_10483_raw.txt.gz	ref	mht1
GSM1106514_10472_raw.txt.gz	mht1	ref
GSM1106517_11611_raw.txt.gz	ref	mig2
GSM1106516_11599_raw.txt.gz	mig2	ref
GSM1106511_3963_raw.txt.gz	mgs1	ref
GSM1106510_1777_raw.txt.gz	ref	mga1
GSM1106513_7353_raw.txt.gz	ref	mgt1
GSM1106512_3969_raw.txt.gz	ref	mgs1
GSM636518_6108_raw.txt.gz	rco1	ref
GSM1107655_8613_raw.txt.gz	rnr4	ref
GSM1107654_8625_raw.txt.gz	ref	rmi1
GSM1107657_8325_raw.txt.gz	rny1	ref
GSM1107656_8051_raw.txt.gz	ref	rnr4
GSM1107651_9476_raw.txt.gz	rme1	ref
GSM1107650_4069_raw.txt.gz	ref	ris1
GSM1106201_7458_raw.txt.gz	ref	bub2
GSM1106696_9045_raw.txt.gz	rdi1	ref
GSM1106203_4029_raw.txt.gz	bul2	ref
GSM1106202_8170_raw.txt.gz	ref	bud6
GSM1106205_5187_raw.txt.gz	bye1	ref
GSM1106204_4035_raw.txt.gz	ref	bul2
GSM1106207_6324_raw.txt.gz	ref	cad1
GSM1106206_5192_raw.txt.gz	ref	bye1
GSM1106209_7125_raw.txt.gz	cex1	ref
GSM1106208_7027_raw.txt.gz	caf120	ref
GSM1107652_6685_raw.txt.gz	ref	rme1
GSM636380_7962_raw.txt.gz	ref	dls1
GSM636381_7598_raw.txt.gz	dls1	ref
GSM636386_9555_raw.txt.gz	ref	dpb4
GSM636387_8739_raw.txt.gz	eaf1	ref
GSM1106689_8130_raw.txt.gz	rad4	ref
GSM1106688_7340_raw.txt.gz	ref	rad34
GSM1106685_7539_raw.txt.gz	rad30	ref
GSM1106684_8154_raw.txt.gz	ref	rad24
GSM1106687_7243_raw.txt.gz	rad33	ref
GSM1106686_8452_raw.txt.gz	ref	rad30
GSM1106681_240_raw.txt.gz	ref	rad16
GSM1106680_235_raw.txt.gz	rad16	ref
GSM1106683_8508_raw.txt.gz	ref	rad17
GSM1106682_8040_raw.txt.gz	rad17	ref
GSM630287.txt.gz	ptp3	ref
GSM1107498_7472_raw.txt.gz	ref	nop12
GSM1107497_8428_raw.txt.gz	nop12	ref
GSM630288.txt.gz	ref	ptp3
GSM1106335_6439_raw.txt.gz	ref	faa4
GSM1106334_8946_raw.txt.gz	ref	est2
GSM1106337_467_raw.txt.gz	ref	fap1
GSM1106336_459_raw.txt.gz	fap1	ref
GSM1106331_4964_raw.txt.gz	esc1	ref
GSM1106330_6321_raw.txt.gz	ref	ert1
GSM1106333_8147_raw.txt.gz	est2	ref
GSM1106332_4970_raw.txt.gz	ref	esc1
GSM1106339_263_raw.txt.gz	ref	far1
GSM1106338_258_raw.txt.gz	far1	ref
GSM630094.txt.gz	ref	alk1
GSM630095.txt.gz	ref	alk2
GSM630096.txt.gz	alk2	ref
GSM630090.txt.gz	ref	abc1
GSM630091.txt.gz	akl1	ref
GSM630092.txt.gz	ref	akl1
GSM630093.txt.gz	alk1	ref
GSM630099.txt.gz	ark1	ref
GSM1107004_457_raw.txt.gz	ykr017c	ref
GSM1107005_465_raw.txt.gz	ref	ykr017c
GSM1107006_8267_raw.txt.gz	ref	ykr059w
GSM1107007_7649_raw.txt.gz	yll032c	ref
GSM1107000_4304_raw.txt.gz	ref	ykl027w
GSM1107001_7359_raw.txt.gz	ykl091c	ref
GSM1107002_9047_raw.txt.gz	ykl107w	ref
GSM1107003_7578_raw.txt.gz	ref	ykl222c
GSM1107008_7655_raw.txt.gz	ref	yll032c
GSM1107009_6964_raw.txt.gz	ref	yll054c
GSM1107130_6162_raw.txt.gz	ref	bas1
GSM1107131_6470_raw.txt.gz	ref	bcs1
GSM1107132_8054_raw.txt.gz	bik1	ref
GSM1107133_8052_raw.txt.gz	bim1	ref
GSM1107134_8509_raw.txt.gz	ref	bim1
GSM1107135_1304_raw.txt.gz	bmh1	ref
GSM1107136_1308_raw.txt.gz	ref	bmh1
GSM1107137_1175_raw.txt.gz	bre5	ref
GSM1107138_1183_raw.txt.gz	ref	bre5
GSM1107139_3042_raw.txt.gz	bro1	ref
GSM1107318_9591_raw.txt.gz	ref	gtr1
GSM1107319_6143_raw.txt.gz	gzf3	ref
GSM1107648_9146_raw.txt.gz	ref	rim101
GSM1107649_4063_raw.txt.gz	ris1	ref
GSM1107310_3105_raw.txt.gz	ref	gcn4
GSM1107311_3932_raw.txt.gz	gga2	ref
GSM1107312_3938_raw.txt.gz	ref	gga2
GSM1107313_3108_raw.txt.gz	gis4	ref
GSM1107314_3109_raw.txt.gz	ref	gis4
GSM1107315_6319_raw.txt.gz	gln3	ref
GSM1107316_7686_raw.txt.gz	ref	gln3
GSM1107317_9579_raw.txt.gz	gtr1	ref
GSM1107488_5588_raw.txt.gz	ref	ncs6
GSM1107489_8612_raw.txt.gz	new1	ref
GSM630278.txt.gz	ref	ptk2
GSM630279.txt.gz	ptp1	ref
GSM630274.txt.gz	ref	ptc7
GSM630275.txt.gz	ptk1	ref
GSM630276.txt.gz	ref	ptk1
GSM1107483_6553_raw.txt.gz	nce102	ref
GSM1107484_7323_raw.txt.gz	ref	nce102
GSM630271.txt.gz	ref	ptc5
GSM630272.txt.gz	ptc5	ref
GSM630273.txt.gz	ptc7	ref
GSM1107578_5132_raw.txt.gz	ref	pml39
GSM1107612_5593_raw.txt.gz	rad26	ref
GSM1107268_4163_raw.txt.gz	ref	ela1
GSM1107269_4158_raw.txt.gz	elc1	ref
GSM1107264_3021_raw.txt.gz	ref	ede1
GSM1107265_6459_raw.txt.gz	efg1	ref
GSM1107266_6558_raw.txt.gz	ref	efg1
GSM1107267_4157_raw.txt.gz	ela1	ref
GSM1107260_2961_raw.txt.gz	ref	ecm30
GSM1107261_5408_raw.txt.gz	edc1	ref
GSM1107262_5414_raw.txt.gz	ref	edc1
GSM1107263_3015_raw.txt.gz	ede1	ref
GSM1107798_11605_raw.txt.gz	stp2	ref
GSM1107799_11617_raw.txt.gz	ref	stp2
GSM1107794_7658_raw.txt.gz	stm1	ref
GSM1107795_8437_raw.txt.gz	ref	stm1
GSM1107615_5494_raw.txt.gz	ref	rad27
GSM1107797_8573_raw.txt.gz	ref	stp1
GSM1107790_186_raw.txt.gz	ste5	ref
GSM1107791_190_raw.txt.gz	ref	ste5
GSM1107792_8384_raw.txt.gz	ref	ste50
GSM1107793_8985_raw.txt.gz	ste50	ref
GSM1107866_1192_raw.txt.gz	ref	ubc4
GSM1107867_1195_raw.txt.gz	ubc6	ref
GSM1107864_3997_raw.txt.gz	ref	uba4
GSM1107865_1189_raw.txt.gz	ubc4	ref
GSM1107862_7301_raw.txt.gz	ref	uba3
GSM1107863_3991_raw.txt.gz	uba4	ref
GSM1107860_6903_raw.txt.gz	ref	uaf30
GSM636608_6660_raw.txt.gz	stb2	ref
GSM636607_5575_raw.txt.gz	ref	ssn6
GSM636606_5568_raw.txt.gz	ssn6	ref
GSM636605_2889_raw.txt.gz	ref	spt8
GSM636604_2883_raw.txt.gz	spt8	ref
GSM636603_5190_raw.txt.gz	ref	spt7
GSM636602_5185_raw.txt.gz	spt7	ref
GSM1107868_1193_raw.txt.gz	ref	ubc6
GSM1107869_11179_raw.txt.gz	ref	ubc7
GSM1107616_7004_raw.txt.gz	rad28	ref
GSM636548_995_raw.txt.gz	ref	sas2
GSM636549_990_raw.txt.gz	sas3	ref
GSM636540_8108_raw.txt.gz	ref	rtt109
GSM636541_7713_raw.txt.gz	rxt2	ref
GSM636542_6670_raw.txt.gz	ref	rxt2
GSM636543_7714_raw.txt.gz	rxt3	ref
GSM636544_6671_raw.txt.gz	ref	rxt3
GSM636545_7552_raw.txt.gz	sap30	ref
GSM636546_8446_raw.txt.gz	ref	sap30
GSM636547_989_raw.txt.gz	sas2	ref
GSM819536_5771_raw.txt.gz	ref	glg2
GSM1106520_8609_raw.txt.gz	mip1	ref
GSM1106521_7866_raw.txt.gz	ref	mip1
GSM1106830_10460_raw.txt.gz	sti1	ref
GSM1106831_10462_raw.txt.gz	ref	sti1
GSM1106524_7249_raw.txt.gz	ref	mlh1
GSM1106837_7877_raw.txt.gz	ref	swh1
GSM1106834_11603_raw.txt.gz	sut2	ref
GSM1106527_8047_raw.txt.gz	ref	mlh3
GSM1106528_4668_raw.txt.gz	mlp1	ref
GSM1106529_4674_raw.txt.gz	ref	mlp1
GSM1106838_7565_raw.txt.gz	syf2	ref
GSM1106839_8148_raw.txt.gz	tad1	ref
GSM1106784_5285_raw.txt.gz	ref	ski7
GSM1106785_4881_raw.txt.gz	ski8	ref
GSM1106786_4875_raw.txt.gz	ref	ski8
GSM1106787_3428_raw.txt.gz	skp2	ref
GSM1106780_250_raw.txt.gz	ref	siz1
GSM1106781_4816_raw.txt.gz	ski2	ref
GSM1106782_4818_raw.txt.gz	ref	ski2
GSM1106783_4880_raw.txt.gz	ski7	ref
GSM1106788_2628_raw.txt.gz	ref	skp2
GSM1106789_8305_raw.txt.gz	ref	slf1
GSM1106234_9450_raw.txt.gz	ref	cpt1
GSM1106235_7879_raw.txt.gz	ref	crf1
GSM1106236_6557_raw.txt.gz	crn1	ref
GSM1106237_6465_raw.txt.gz	ref	crn1
GSM1106230_7645_raw.txt.gz	ref	cnn1
GSM1106231_2715_raw.txt.gz	cos111	ref
GSM1106232_2721_raw.txt.gz	ref	cos111
GSM1106233_8220_raw.txt.gz	ref	cpd1
GSM1106238_8232_raw.txt.gz	ref	crp1
GSM1106239_4017_raw.txt.gz	crt10	ref
GSM1106897_4373_raw.txt.gz	ubp7	ref
GSM1106308_9050_raw.txt.gz	dus3	ref
GSM1106309_9449_raw.txt.gz	ref	dus3
GSM1106658_7914_raw.txt.gz	ref	pom34
GSM1106659_5440_raw.txt.gz	prm3	ref
GSM1106300_8967_raw.txt.gz	dot1	ref
GSM1106301_6614_raw.txt.gz	ref	dot5
GSM1106302_3363_raw.txt.gz	dse2	ref
GSM1106303_3368_raw.txt.gz	ref	dse2
GSM1106304_3966_raw.txt.gz	dsk2	ref
GSM1106305_3972_raw.txt.gz	ref	dsk2
GSM1106306_5942_raw.txt.gz	duf1	ref
GSM1106307_5949_raw.txt.gz	ref	duf1
GSM1107755_8904_raw.txt.gz	ref	smi1
GSM1107127_6681_raw.txt.gz	azf1	ref
GSM1107126_9713_raw.txt.gz	ref	atg32
GSM1107125_9701_raw.txt.gz	atg32	ref
GSM1107124_9694_raw.txt.gz	atg24	ref
GSM1107123_9709_raw.txt.gz	ref	atg23
GSM1107122_9697_raw.txt.gz	atg23	ref
GSM1107121_9685_raw.txt.gz	ref	atg21
GSM1107120_9673_raw.txt.gz	atg21	ref
GSM1107129_6150_raw.txt.gz	bas1	ref
GSM1107128_7690_raw.txt.gz	ref	azf1
GSM1107747_3970_raw.txt.gz	ref	sla1
GSM1107659_6141_raw.txt.gz	rox1	ref
GSM1107658_9009_raw.txt.gz	ref	rny1
GSM1107309_3104_raw.txt.gz	gcn4	ref
GSM1107308_8283_raw.txt.gz	ref	gat2
GSM1107307_7585_raw.txt.gz	gat2	ref
GSM1107306_6311_raw.txt.gz	ref	gal80
GSM1107305_7673_raw.txt.gz	gal80	ref
GSM1107304_6260_raw.txt.gz	ref	fzf1
GSM1107303_6250_raw.txt.gz	fzf1	ref
GSM1107302_7815_raw.txt.gz	ref	fra2
GSM1107301_6933_raw.txt.gz	fra2	ref
GSM1107300_10075_raw.txt.gz	ref	fmp38
GSM630280.txt.gz	ref	ptp1
GSM1107744_7679_raw.txt.gz	sko1	ref
GSM630285.txt.gz	ptp2	ref
GSM1107990_7024_raw.txt.gz	ref	ymr031c
GSM1107499_5554_raw.txt.gz	nop6	ref
GSM630286.txt.gz	ref	ptp2
GSM630289.txt.gz	rck1	ref
GSM1107496_9011_raw.txt.gz	ref	nmd2
GSM1107495_8351_raw.txt.gz	nmd2	ref
GSM1107494_8447_raw.txt.gz	ref	nkp2
GSM1107493_7607_raw.txt.gz	nkp2	ref
GSM1107492_3998_raw.txt.gz	ref	nfi1
GSM1107491_3992_raw.txt.gz	nfi1	ref
GSM1107490_7949_raw.txt.gz	ref	new1
GSM1107741_4819_raw.txt.gz	ref	ski3
GSM1107740_4817_raw.txt.gz	ski3	ref
GSM1107019_3985_raw.txt.gz	ref	ylr419w
GSM1107018_3979_raw.txt.gz	ylr419w	ref
GSM1107013_2625_raw.txt.gz	ref	ylr224w
GSM1107012_2619_raw.txt.gz	ylr224w	ref
GSM1107011_8555_raw.txt.gz	ylr143w	ref
GSM1107010_7960_raw.txt.gz	ref	ylr143w
GSM1107017_6484_raw.txt.gz	ref	ylr364w
GSM1107016_6478_raw.txt.gz	ylr364w	ref
GSM1107015_7130_raw.txt.gz	ref	ylr296w
GSM1107014_7662_raw.txt.gz	ylr271w	ref
GSM636611_2884_raw.txt.gz	sus1	ref
GSM636612_2890_raw.txt.gz	ref	sus1
GSM1107273_8380_raw.txt.gz	ref	elg1
GSM1107272_8583_raw.txt.gz	ref	elf1
GSM1107271_8145_raw.txt.gz	elf1	ref
GSM1107270_4164_raw.txt.gz	ref	elc1
GSM1107277_4297_raw.txt.gz	elp4	ref
GSM1107276_4009_raw.txt.gz	ref	elp2
GSM1107275_4003_raw.txt.gz	elp2	ref
GSM1107274_8984_raw.txt.gz	elg1	ref
GSM636614_9552_raw.txt.gz	ref	swc3
GSM1107279_4004_raw.txt.gz	elp6	ref
GSM1107278_4303_raw.txt.gz	ref	elp4
GSM636615_9125_raw.txt.gz	swc5	ref
GSM1107783_4068_raw.txt.gz	ref	ssm4
GSM1107782_4062_raw.txt.gz	ssm4	ref
GSM1107781_7610_raw.txt.gz	ref	ssk1
GSM1107780_8412_raw.txt.gz	ssk1	ref
GSM1107787_8337_raw.txt.gz	ref	stb5
GSM1107786_6329_raw.txt.gz	stb5	ref
GSM1107785_7684_raw.txt.gz	ref	stb4
GSM1107784_6306_raw.txt.gz	stb4	ref
GSM1107789_8541_raw.txt.gz	ste12	ref
GSM1107788_8571_raw.txt.gz	ref	ste12
GSM819541_2761_raw.txt.gz	gpg1	ref
GSM819540_1294_raw.txt.gz	ref	gpa2
GSM819543_1672_raw.txt.gz	gph1	ref
GSM1107875_5545_raw.txt.gz	ubp10	ref
GSM1107874_4368_raw.txt.gz	ref	ubp1
GSM1107877_3431_raw.txt.gz	ubp13	ref
GSM1107876_5551_raw.txt.gz	ref	ubp10
GSM1107871_416_raw.txt.gz	ubc8	ref
GSM1107870_11178_raw.txt.gz	ubc7	ref
GSM1107873_4363_raw.txt.gz	ubp1	ref
GSM636617_6700_raw.txt.gz	ref	swc7
GSM636618_7876_raw.txt.gz	ref	swc7
GSM636619_2850_raw.txt.gz	swd1	ref
GSM1107879_3432_raw.txt.gz	ubp14	ref
GSM1107878_3437_raw.txt.gz	ref	ubp13
GSM819544_1723_raw.txt.gz	ref	gph1
GSM630277.txt.gz	ptk2	ref
GSM819547_7464_raw.txt.gz	grr1	ref
GSM819546_1293_raw.txt.gz	ref	gpr1
GSM636539_8471_raw.txt.gz	rtt109	ref
GSM636538_7969_raw.txt.gz	rtt106	ref
GSM1107757_3946_raw.txt.gz	ref	snf7
GSM636535_9550_raw.txt.gz	ref	rtg2
GSM636534_9538_raw.txt.gz	rtg2	ref
GSM636537_7858_raw.txt.gz	ref	rtt106
GSM636536_7601_raw.txt.gz	ref	rtt102
GSM636531_9142_raw.txt.gz	ref	rsc30
GSM636530_8540_raw.txt.gz	rsc30	ref
GSM636533_2892_raw.txt.gz	ref	rtf1
GSM636532_2886_raw.txt.gz	rtf1	ref
GSM1106537_4082_raw.txt.gz	ref	mnd2
GSM1106536_4076_raw.txt.gz	mnd2	ref
GSM1106535_6551_raw.txt.gz	ref	mmt1
GSM1106534_6434_raw.txt.gz	mmt1	ref
GSM1106533_442_raw.txt.gz	ref	mms2
GSM1106532_434_raw.txt.gz	mms2	ref
