	SystematicName	GeneSymbol
3022	YDL231C	BRE4
3023	YDR260C	SWM1
3024	YLR167W	RPS31
3025	YGL244W	RTF1
3026	YNL289W	PCL1
3027	YAL041W	CDC24
3028	YOR034C	AKR2
3029	YCL028W	RNQ1
3030	YIL084C	SDS3
3031	YDR441C	APT2
3032	YMR257C	PET111
3033	YPR202W	YPR202W
3034	YPR022C	YPR022C
3035	YDR094W	YDR094W
3036	YLR108C	YLR108C
3037	YFR026C	YFR026C
3038	YKL208W	CBT1
3039	YGR113W	DAM1
3040	YKL031W	YKL031W
3041	YLR201C	YLR201C
3042	YBL063W	KIP1
3043	YOR076C	SKI7
3044	YDR225W	HTA1
3045	YOL029C	YOL029C
3046	YGR157W	CHO2
3047	YGR153W	YGR153W
3048	YDR326C	YDR326C
3049	YGR122C-A	YGR122C-A
3050	YLR227C	ADY4
3051	YMR237W	YMR237W
3052	YPL051W	ARL3
3053	YDL104C	QRI7
3054	YDR068W	DOS2
3055	YPL008W	CHL1
3056	YCR033W	SNT1
3057	YNL187W	YNL187W
3058	YCR041W	YCR041W
3059	YKR025W	RPC37
3060	YOR281C	PLP2
3061	YDR480W	DIG2
3062	YJL117W	PHO86
3063	YKR052C	MRS4
3064	YDL138W	RGT2
3065	YDR108W	GSG1
3066	YNL059C	ARP5
3067	YDR538W	PAD1
3068	YNL236W	SIN4
3069	YHR205W	SCH9
3070	YHR129C	ARP1
3071	YDL054C	MCH1
3072	YHR012W	VPS29
3073	YJR086W	STE18
3074	YHL023C	RMD11
3075	YLR005W	SSL1
3076	YDL185W	TFP1
3077	YGL178W	MPT5
3078	YGL056C	SDS23
3079	YLR446W	YLR446W
3080	YDR390C	UBA2
3081	YGR275W	RTT102
3082	YNL204C	SPS18
3083	YDR525W-A	SNA2
3084	YPL160W	CDC60
3085	YPL180W	TCO89
3086	YDL076C	RXT3
3087	YOL111C	YOL111C
3088	YMR179W	SPT21
3089	YDL004W	ATP16
3090	YER172C	BRR2
3091	YJL108C	PRM10
3092	YIL137C	YIL137C
3093	YLR148W	PEP3
3094	YCR017C	CWH43
3095	YKL057C	NUP120
3096	YDR488C	PAC11
3097	YOL011W	PLB3
3098	YBR089C-A	NHP6B
3099	YML121W	GTR1
3100	YOR322C	YOR322C
3101	YJL092W	HPR5
3102	YER040W	GLN3
3103	YLR265C	NEJ1
3104	YGR179C	OKP1
3105	YPL141C	YPL141C
3106	YDR495C	VPS3
3107	YFR043C	YFR043C
3108	YPL224C	MMT2
3109	YOR110W	TFC7
3110	YKR089C	YKR089C
3111	YML119W	YML119W
3112	YOL148C	SPT20
3113	YPL190C	NAB3
3114	YGL247W	BRR6
3115	YPL064C	CWC27
3116	YNL071W	LAT1
3117	YKL052C	ASK1
3118	YFR021W	ATG18
3119	YDR110W	FOB1
3120	YPR128C	ANT1
3121	YER170W	ADK2
3122	YPR146C	YPR146C
3123	YLR383W	SMC6
3124	YPR052C	NHP6A
3125	YER115C	SPR6
3126	YBR137W	YBR137W
3127	YOR321W	PMT3
3128	YOR296W	YOR296W
3129	YDR131C	YDR131C
3130	YNL094W	APP1
3131	YER105C	NUP157
3132	YMR134W	YMR134W
3133	YDL247W	MPH2
3134	YOL096C	COQ3
3135	YNL088W	TOP2
3136	YOL159C-A	YOL159C-A
3137	YGR217W	CCH1
3138	YCR069W	CPR4
3139	YNR003C	RPC34
3140	YLR348C	DIC1
3141	YER073W	ALD5
3142	YEL043W	YEL043W
3143	YNL148C	ALF1
3144	YLR228C	ECM22
3145	YFL027C	GYP8
3146	YAL013W	DEP1
3147	YHR155W	YSP1
3148	YOR349W	CIN1
3149	YLR303W	MET17
3150	YEL037C	RAD23
3151	Q0250	COX2
3152	YPR186C	PZF1
3153	YOL129W	VPS68
3154	YFR014C	CMK1
3155	YNL153C	GIM3
3156	YNL333W	SNZ2
3157	YER018C	SPC25
3158	YKL029C	MAE1
3159	YGL029W	CGR1
3160	YPL002C	SNF8
3161	YAL049C	YAL049C
3162	YPL077C	YPL077C
3163	YAL020C	ATS1
3164	YJR017C	ESS1
3165	YOR053W	YOR053W
3166	YDR311W	TFB1
3167	YLR045C	STU2
3168	YNL099C	OCA1
3169	YOR357C	GRD19
3170	YDL130W-A	STF1
3171	YCR097W-A	YCR097W-A
3172	YKL022C	CDC16
3173	YMR014W	BUD22
3174	YLR407W	YLR407W
3175	YBL077W	YBL077W
3176	YMR004W	MVP1
3177	YBR127C	VMA2
3178	YBR163W	DEM1
3179	YJR162C	YJR162C
3180	YDR099W	BMH2
3181	YLR170C	APS1
3182	YNL155W	YNL155W
3183	YPR109W	YPR109W
3184	YPR191W	QCR2
3185	YJR014W	YJR014W
3186	YDL188C	PPH22
3187	YLR218C	YLR218C
3188	YDL218W	YDL218W
3189	YBL005W	PDR3
3190	YOR209C	NPT1
3191	YOR105W	YOR105W
3192	YDR305C	HNT2
3193	YML062C	MFT1
3194	YAL046C	YAL046C
3195	YJL049W	YJL049W
3196	YNL322C	KRE1
3197	YJL210W	PEX2
3198	YPL269W	KAR9
3199	YHR103W	SBE22
3200	YER072W	VTC1
3201	YDR092W	UBC13
3202	YIR044C	YIR044C
3203	YBR229C	ROT2
3204	YPL228W	CET1
3205	YCL052C	PBN1
3206	YBR058C	UBP14
3207	YIL164C	NIT1
3208	YDR512C	EMI1
3209	YJL178C	ATG27
3210	YHR031C	RRM3
3211	YDR420W	HKR1
3212	YLR371W	ROM2
3213	YCR002C	CDC10
3214	YLR429W	CRN1
3215	YKR028W	SAP190
3216	YIL038C	NOT3
3217	YMR190C	SGS1
3218	YPL046C	ELC1
3219	YLR319C	BUD6
3220	YBR286W	APE3
3221	YLR461W	PAU4
3222	YOR111W	YOR111W
3223	YPL048W	CAM1
3224	YJL009W	YJL009W
3225	YKR062W	TFA2
3226	YAL026C	DRS2
3227	YLR161W	YLR161W
3228	YKL139W	CTK1
3229	YMR098C	YMR098C
3230	YPR104C	FHL1
3231	YCR059C	YIH1
3232	YLR029C	RPL15A
3233	YLR163C	MAS1
3234	YDL077C	VAM6
3235	YDL123W	SNA4
3236	YMR313C	TGL3
3237	YDR418W	RPL12B
3238	YER039C-A	YER039C-A
3239	YGR232W	NAS6
3240	YPR182W	SMX3
3241	YOR001W	RRP6
3242	YLR055C	SPT8
3243	YOR261C	RPN8
3244	YMR268C	PRP24
3245	YOR198C	BFR1
3246	YNL201C	PSY2
3247	YNL041C	COG6
3248	YDR458C	YDR458C
3249	YNL091W	NST1
3250	YPL096W	PNG1
3251	YBL041W	PRE7
3252	YLR353W	BUD8
3253	YNL251C	NRD1
3254	YAR071W	PHO11
3255	YBR065C	ECM2
3256	YLR090W	XDJ1
3257	YGL012W	ERG4
3258	YGL204C	YGL204C
3259	YKR038C	KAE1
3260	YBR107C	IML3
3261	YKL141W	SDH3
3262	YPL202C	AFT2
3263	YPR172W	YPR172W
3264	YHR199C	YHR199C
3265	YDR221W	YDR221W
3266	YGL203C	KEX1
3267	YDR419W	RAD30
3268	YJL149W	YJL149W
3269	YOL110W	SHR5
3270	YKR037C	SPC34
3271	YGL233W	SEC15
3272	YHR200W	RPN10
3273	YDR217C	RAD9
3274	YFL002C	SPB4
3275	YOL146W	PSF3
3276	YGR037C	ACB1
3277	YNL164C	IBD2
3278	YDL044C	MTF2
3279	YMR086C-A	YMR086C-A
3280	YIL124W	AYR1
3281	YKR064W	YKR064W
3282	YPL049C	DIG1
3283	YAL022C	FUN26
3284	YMR124W	YMR124W
3285	YDL139C	SCM3
3286	YML057W	CMP2
3287	YLR156W	YLR156W
3288	YIL112W	HOS4
3289	YGL221C	NIF3
3290	YBR258C	SHG1
3291	YKL098W	YKL098W
3292	YHR156C	LIN1
3293	YKL032C	IXR1
3294	YFL017C	GNA1
3295	YLR077W	YLR077W
3296	YML016C	PPZ1
3297	YPL203W	TPK2
3298	YLR116W	MSL5
3299	YOL095C	HMI1
3300	YNL004W	HRB1
3301	YER080W	YER080W
3302	YDR359C	VID21
3303	YPR163C	TIF3
3304	YDR356W	SPC110
3305	YOR211C	MGM1
3306	YPL270W	MDL2
3307	YJR091C	JSN1
3308	YIL001W	YIL001W
3309	YPL236C	YPL236C
3310	YIL135C	VHS2
3311	YIL030C	SSM4
3312	YER129W	YER129W
3313	YPL116W	HOS3
3314	YFL028C	CAF16
3315	YNL230C	ELA1
3316	YKL126W	YPK1
3317	YJR066W	TOR1
3318	YPL140C	MKK2
3319	YJR046W	TAH11
3320	YJR022W	LSM8
3321	YOR189W	IES4
3322	YHL020C	OPI1
3323	YAL040C	CLN3
3324	YOL071W	EMI5
3325	YBR078W	ECM33
3326	YOL027C	MDM38
3327	YOR317W	FAA1
3328	YPR178W	PRP4
3329	YMR273C	ZDS1
3330	YGR016W	YGR016W
3331	YOR090C	PTC5
3332	YHR054C	YHR054C
3333	YER139C	YER139C
3334	YNL138W	SRV2
3335	YLR442C	SIR3
3336	YMR043W	MCM1
3337	YKR002W	PAP1
3338	YDR243C	PRP28
3339	YOR265W	RBL2
3340	YHR056C	RSC30
3341	YMR220W	ERG8
3342	YGL176C	YGL176C
3343	YOL049W	GSH2
3344	YIL007C	NAS2
3345	YMR216C	SKY1
3346	YMR275C	BUL1
3347	YML010W	SPT5
3348	YOR056C	NOB1
3349	YLR335W	NUP2
3350	YBR202W	CDC47
3351	YPR131C	NAT3
3352	YGR097W	ASK10
3353	YDL085C-A	YDL085C-A
3354	YML099C	ARG81
3355	YKR067W	GPT2
3356	YER088C	DOT6
3357	YGL145W	TIP20
3358	YMR288W	HSH155
3359	YKL193C	SDS22
3360	YOR249C	APC5
3361	YLR417W	VPS36
3362	YGR045C	YGR045C
3363	YJR052W	RAD7
3364	YDR123C	INO2
3365	YLR122C	YLR122C
3366	YJR127C	ZMS1
3367	YKR078W	YKR078W
3368	YGL184C	STR3
3369	YDR179C	CSN9
3370	YLL055W	YLL055W
3371	YBL086C	YBL086C
3372	YNL329C	PEX6
3373	YOR086C	TCB1
3374	YBR262C	YBR262C
3375	YGR041W	BUD9
3376	YKR003W	OSH6
3377	YIR037W	HYR1
3378	YCL027W	FUS1
3379	YKL035W	UGP1
3380	YER077C	YER077C
3381	YLR207W	HRD3
3382	YCR028C-A	RIM1
3383	YDR542W	YDR542W
3384	YFL055W	AGP3
3385	YBL010C	YBL010C
3386	YPL120W	VPS30
3387	YLR384C	IKI3
3388	YDR188W	CCT6
3389	YDR191W	HST4
3390	YDR335W	MSN5
3391	YER182W	YER182W
3392	YBL091C	MAP2
3393	YGR218W	CRM1
3394	YOR136W	IDH2
3395	YKL094W	YJU3
3396	YBR240C	THI2
3397	YDL144C	YDL144C
3398	YDR012W	RPL4B
3399	YPR087W	VPS69
3400	YMR106C	YKU80
3401	YMR167W	MLH1
3402	YOL113W	SKM1
3403	YDR034C	LYS14
3404	YLR047C	
3405	YGR205W	YGR205W
3406	YDR246W	TRS23
3407	YKR007W	MEH1
3408	YJL098W	SAP185
3409	YDR407C	TRS120
3410	YHR180W	YHR180W
3411	YPL031C	PHO85
3412	YFL029C	CAK1
3413	YCR005C	CIT2
3414	YBL059W	YBL059W
3415	YAL002W	VPS8
3416	YMR042W	ARG80
3417	YMR231W	PEP5
3418	YPL216W	YPL216W
3419	YNL003C	PET8
3420	YDR137W	RGP1
3421	YDR034W-B	YDR034W-B
3422	YBL102W	SFT2
3423	YGR235C	YGR235C
3424	YER066W	YER066W
3425	YIL013C	PDR11
3426	YFL036W	RPO41
3427	YBR036C	CSG2
3428	YJL137C	GLG2
3429	YER133W	GLC7
3430	YBL006C	LDB7
3431	YNL258C	DSL1
3432	YDR166C	SEC5
3433	YNL257C	SIP3
3434	YLR026C	SED5
3435	YJL130C	URA2
3436	YPR150W	YPR150W
3437	YBR184W	YBR184W
3438	YOR118W	YOR118W
3439	YOR299W	BUD7
3440	YJR119C	YJR119C
3441	YJR104C	SOD1
3442	YER186C	YER186C
3443	YML029W	USA1
3444	YOR065W	CYT1
3445	YDR463W	STP1
3446	YDR349C	YPS7
3447	YDR422C	SIP1
3448	YDL203C	YDL203C
3449	YJL176C	SWI3
3450	YDR315C	IPK1
3451	YLR380W	CSR1
3452	YKL047W	YKL047W
3453	YKL088W	YKL088W
3454	YNL311C	YNL311C
3455	YKL149C	DBR1
3456	YGR294W	YGR294W
3457	YMR034C	YMR034C
3458	YLR427W	MAG2
3459	YFR037C	RSC8
3460	YPL168W	YPL168W
3461	YAL064W-B	YAL064W-B
3462	YFL004W	VTC2
3463	YJR072C	NPA3
3464	YDL216C	RRI1
3465	YGR131W	YGR131W
3466	YOL154W	ZPS1
3467	YKR036C	CAF4
3468	YBL038W	MRPL16
3469	YMR270C	RRN9
3470	YLR376C	PSY3
3471	YOR097C	YOR097C
3472	YJL041W	NSP1
3473	YDR461W	MFA1
3474	YOL013C	HRD1
3475	YGR031W	YGR031W
3476	YDL142C	CRD1
3477	YER166W	DNF1
3478	YIL050W	PCL7
3479	YDL053C	PBP4
3480	YER068W	MOT2
3481	YGL092W	NUP145
3482	YDR080W	VPS41
3483	YKL108W	SLD2
3484	YFR018C	YFR018C
3485	YJL107C	YJL107C
3486	YDR543C	YDR543C
3487	YOR107W	RGS2
3488	YLR153C	ACS2
3489	YFL050C	ALR2
3490	YFR052W	RPN12
3491	YLR292C	SEC72
3492	YOL055C	THI20
3493	YGL095C	VPS45
3494	YPR149W	NCE102
3495	YLR241W	YLR241W
3496	YPR040W	TIP41
3497	YGL161C	YIP5
3498	YER008C	SEC3
3499	YOR308C	SNU66
3500	YDR142C	PEX7
3501	YHR073W	OSH3
3502	YOR057W	SGT1
3503	YMR029C	FAR8
3504	YER177W	BMH1
3505	YGR023W	MTL1
3506	YIL165C	YIL165C
3507	YPR105C	COG4
3508	YOR259C	RPT4
3509	YCR035C	RRP43
3510	YDR438W	YDR438W
3511	YBR200W	BEM1
3512	YGL164C	YRB30
3513	YLL013C	PUF3
3514	YPL003W	ULA1
3515	YNR057C	BIO4
3516	YGR189C	CRH1
3517	YDR253C	MET32
3518	YDR481C	PHO8
3519	YGL215W	CLG1
3520	YBL107C	YBL107C
3521	YNL106C	INP52
3522	YHR051W	COX6
3523	YPR083W	MDM36
3524	YKL125W	RRN3
3525	YOL060C	MAM3
3526	YPL191C	YPL191C
3527	YNL063W	YNL063W
3528	YOR197W	MCA1
3529	YOR099W	KTR1
3530	YDR368W	YPR1
3531	YLR361C	YLR361C
3532	YJR012C	YJR012C
3533	YJL018W	YJL018W
3534	YHR067W	HTD2
3535	YJR083C	ACF4
3536	YBL108C-A	YBL108C-A
3537	YDL180W	YDL180W
3538	YDR295C	HDA2
3539	YJL099W	CHS6
3540	YIR004W	DJP1
3541	YDR255C	RMD5
3542	YDR319C	YDR319C
3543	YPR200C	ARR2
3544	YNL240C	NAR1
3545	YHR190W	ERG9
3546	YPL229W	YPL229W
3547	YCL010C	SGF29
3548	YGL035C	MIG1
3549	YJR005W	APL1
3550	YHR115C	DMA1
3551	YKL140W	TGL1
3552	YLL032C	YLL032C
3553	YKR050W	TRK2
3554	YNL259C	ATX1
3555	YKL089W	MIF2
3556	YMR077C	VPS20
3557	YGR047C	TFC4
3558	YNL165W	YNL165W
3559	YDR011W	SNQ2
3560	YIL144W	TID3
3561	YNR049C	MSO1
3562	YIL087C	YIL087C
3563	YGL137W	SEC27
3564	YGR048W	UFD1
3565	YIL151C	YIL151C
3566	YKL146W	AVT3
3567	YIL138C	TPM2
3568	YNL020C	ARK1
3569	YMR289W	YMR289W
3570	YDR453C	TSA2
3571	YOR150W	MRPL23
3572	YDR294C	DPL1
3573	YKR001C	VPS1
3574	YOL019W	YOL019W
3575	YNL229C	URE2
3576	YLR138W	NHA1
3577	YLR188W	MDL1
3578	YDR376W	ARH1
3579	YPL137C	YPL137C
3580	YOL053W	YOL053W
3581	YPL068C	YPL068C
3582	YDR238C	SEC26
3583	YKL152C	GPM1
3584	YIL094C	LYS12
3585	YLR206W	ENT2
3586	YKL079W	SMY1
3587	YJL090C	DPB11
3588	YOL119C	MCH4
3589	YML069W	POB3
3590	YPR068C	HOS1
3591	YDR409W	SIZ1
3592	YLL047W	YLL047W
3593	YGR197C	SNG1
3594	YBL037W	APL3
3595	YNL043C	YNL043C
3596	YPR072W	NOT5
3597	YBR217W	ATG12
3598	YKL091C	YKL091C
3599	YER028C	MIG3
3600	YLR240W	VPS34
3601	YOL017W	ESC8
3602	YGL219C	MDM34
3603	YDL065C	PEX19
3604	YGL049C	TIF4632
3605	YNL163C	RIA1
3606	YHR132C	ECM14
3607	YGL200C	EMP24
3608	YKL112W	ABF1
3609	YDL045C	FAD1
3610	YDL243C	AAD4
3611	YGR116W	SPT6
3612	YFL059W	SNZ3
3613	YKL033W	YKL033W
3614	YJR099W	YUH1
3615	YLR079W	SIC1
3616	YNL023C	FAP1
3617	YOR180C	DCI1
3618	YOL004W	SIN3
3619	YER013W	PRP22
3620	YKL072W	STB6
3621	YGL038C	OCH1
3622	YEL076C	YEL076C
3623	YPL070W	MUK1
3624	YOR040W	GLO4
3625	YER134C	YER134C
3626	YFL020C	PAU5
3627	YLR238W	FAR10
3628	YPR084W	YPR084W
3629	YML034W	SRC1
3630	YKL045W	PRI2
3631	YGL153W	PEX14
3632	YBL034C	STU1
3633	YPL028W	ERG10
3634	YLL007C	YLL007C
3635	YER047C	SAP1
3636	YNL173C	MDG1
3637	YJL165C	HAL5
3638	YPL206C	YPL206C
3639	YHR178W	STB5
3640	YHR035W	YHR035W
3641	YBR102C	EXO84
3642	YBL060W	YBL060W
3643	YFL049W	YFL049W
3644	YNL323W	LEM3
3645	YCL018W	LEU2
3646	YKR063C	LAS1
3647	YLR368W	MDM30
3648	YGL250W	YGL250W
3649	YFR015C	GSY1
3650	YBR138C	YBR138C
3651	YAL015C	NTG1
3652	YGR278W	CWC22
3653	YCR040W	MATALPHA1
3654	YOR114W	YOR114W
3655	YER069W	ARG5,6
3656	YMR224C	MRE11
3657	YIL026C	IRR1
3658	YLR072W	YLR072W
3659	YBR005W	RCR1
3660	YGR277C	YGR277C
3661	YCL066W	HMLALPHA1
3662	YMR028W	TAP42
3663	YJR077C	MIR1
3664	YDR530C	APA2
3665	YDL059C	RAD59
3666	YML068W	ITT1
3667	YPR121W	THI22
3668	YNL149C	YNL149C
3669	YJR107W	YJR107W
3670	YJL162C	JJJ2
3671	YLR410W	VIP1
3672	YDR081C	PDC2
3673	YML114C	TAF8
3674	YDR477W	SNF1
3675	YHR090C	YNG2
3676	YDR072C	IPT1
3677	YOR008C	SLG1
3678	YNL295W	YNL295W
3679	YHR005C	GPA1
3680	YDL058W	USO1
3681	YNL206C	RTT106
3682	YLR233C	EST1
3683	YLR337C	VRP1
3684	YPR171W	BSP1
3685	YPL147W	PXA1
3686	YDL134C	PPH21
3687	YGR091W	PRP31
3688	YMR198W	CIK1
3689	YPL071C	YPL071C
3690	YNL277W	MET2
3691	YJL004C	SYS1
3692	YBR098W	MMS4
3693	YLR177W	YLR177W
3694	YDR485C	VPS72
3695	YGL167C	PMR1
3696	YIL041W	YIL041W
3697	YOL075C	
3698	YPR141C	KAR3
3699	YHR119W	SET1
3700	YFL005W	SEC4
3701	YDR054C	CDC34
3702	YDR329C	PEX3
3703	YHR122W	YHR122W
3704	YDR049W	YDR049W
3705	YNR045W	PET494
3706	YNL042W	BOP3
3707	YDR506C	YDR506C
3708	YPR019W	CDC54
3709	YER004W	YER004W
3710	YNL050C	YNL050C
3711	YFL064C	YFL064C
3712	YDR265W	PEX10
3713	YDR533C	HSP31
3714	YKL173W	SNU114
3715	YDL200C	MGT1
3716	YPL099C	YPL099C
3717	YIL122W	POG1
3718	YPL133C	RDS2
3719	YDR394W	RPT3
3720	YHL019C	APM2
3721	YLR289W	GUF1
3722	YKL215C	YKL215C
3723	YNL193W	YNL193W
3724	YBL030C	PET9
3725	YML081W	YML081W
3726	YLL049W	YLL049W
3727	YBR183W	YPC1
3728	YGL174W	BUD13
3729	YPL011C	TAF3
3730	YNL243W	SLA2
3731	YHR168W	MTG2
3732	YJL006C	CTK2
3733	YPL006W	NCR1
3734	YKL214C	YRA2
3735	YLR450W	HMG2
3736	YIL031W	ULP2
3737	YPL250C	ICY2
3738	YNR011C	PRP2
3739	YAL044C	GCV3
3740	YCR082W	YCR082W
3741	YBL046W	YBL046W
3742	YKL176C	LST4
3743	YMR089C	YTA12
3744	YGR253C	PUP2
3745	YMR048W	CSM3
3746	YIL172C	YIL172C
3747	YDL248W	COS7
3748	YLR038C	COX12
3749	YNL027W	CRZ1
3750	YCL034W	LSB5
3751	YIL056W	YIL056W
3752	YHR130C	YHR130C
3753	YNL167C	SKO1
3754	YBR020W	GAL1
3755	YGR188C	BUB1
3756	YBR016W	YBR016W
3757	YPR064W	YPR064W
3758	YAL048C	GEM1
3759	YGR170W	PSD2
3760	YIR029W	DAL2
3761	YDR111C	YDR111C
3762	YCR026C	YCR026C
3763	YKL005C	BYE1
3764	YNL254C	YNL254C
3765	YGL261C	YGL261C
3766	YFR050C	PRE4
3767	YGL216W	KIP3
3768	YBR279W	PAF1
3769	YNL183C	NPR1
3770	YGL003C	CDH1
3771	YBR147W	YBR147W
3772	YIL083C	YIL083C
3773	YJL094C	KHA1
3774	YBL040C	ERD2
3775	YNL270C	ALP1
3776	YNL172W	APC1
3777	YIL003W	CFD1
3778	YER007W	PAC2
3779	YBR063C	YBR063C
3780	YJL023C	PET130
3781	YHL031C	GOS1
3782	YOL001W	PHO80
3783	YBR248C	HIS7
3784	YEL030W	ECM10
3785	YDL159W	STE7
3786	YFR044C	YFR044C
3787	YDR031W	YDR031W
3788	YBR177C	EHT1
3789	YLL064C	YLL064C
3790	YBR173C	UMP1
3791	YDR130C	FIN1
3792	YNL314W	DAL82
3793	YIL159W	BNR1
3794	YML058W	SML1
3795	YNL331C	AAD14
3796	YLR261C	VPS63
3797	YML041C	VPS71
3798	YOR292C	YOR292C
3799	YOL130W	ALR1
3800	YEL049W	PAU2
3801	YKL074C	MUD2
3802	YJR021C	REC107
3803	YPL022W	RAD1
3804	YBR012C	YBR012C
3805	YMR025W	CSI1
3806	YNL245C	CWC25
3807	YOR258W	HNT3
3808	YJR125C	ENT3
3809	YLR098C	CHA4
3810	YPR106W	ISR1
3811	YLR133W	CKI1
3812	YER033C	ZRG8
3813	YPL214C	THI6
3814	YJR060W	CBF1
3815	YLR086W	SMC4
3816	YDL030W	PRP9
3817	YJL126W	NIT2
3818	YGR201C	YGR201C
3819	YDR219C	YDR219C
3820	YOL070C	YOL070C
3821	YDL087C	LUC7
3822	YKL038W	RGT1
3823	YDR007W	TRP1
3824	YMR066W	SOV1
3825	YBL050W	SEC17
3826	YOL159C	YOL159C
3827	YDR291W	YDR291W
3828	YNL217W	YNL217W
3829	YCL024W	KCC4
3830	YOR033C	EXO1
3831	YLR260W	LCB5
3832	YDR034C-A	YDR034C-A
3833	YKL210W	UBA1
3834	YNL011C	YNL011C
3835	YNL077W	APJ1
3836	YGR137W	YGR137W
3837	YJL052W	TDH1
3838	YKL105C	YKL105C
3839	YIL176C	YIL176C
3840	YIL156W	UBP7
3841	YOR043W	WHI2
3842	YNL044W	YIP3
