	SystematicName	GeneSymbol
1	YEL040W	UTR2
2	YOL014W	YOL014W
3	YGL076C	RPL7A
4	YAR075W	YAR075W
5	YML056C	IMD4
6	YOL039W	RPP2A
7	YOL120C	RPL18A
8	YDL081C	RPP1A
9	YOR167C	RPS28A
10	YNL301C	RPL18B
11	YDL130W	RPP1B
12	YLR406C	RPL31B
13	YDL014W	NOP1
14	YBR085W	AAC3
15	YMR242C	RPL20A
16	YEL026W	SNU13
17	YBR291C	CTP1
18	YBL087C	RPL23A
19	YGL031C	RPL24A
20	YHR128W	FUR1
21	YKL096W	CWP1
22	YLR112W	YLR112W
23	YOR315W	YOR315W
24	YMR194W	RPL36A
25	YLR264W	RPS28B
26	YCR031C	RPS14A
27	YBL072C	RPS8A
28	YDL075W	RPL31A
29	YDR450W	RPS18A
30	YPL142C	YPL142C
31	YGR085C	RPL11B
32	YDR144C	MKC7
33	YJR009C	TDH2
34	YLR367W	RPS22B
35	YGR192C	TDH3
36	YIR030C	DCG1
37	YER117W	RPL23B
38	YHR068W	DYS1
39	YHL001W	RPL14B
40	YOR310C	NOP58
41	YDL241W	YDL241W
42	YAR073W	IMD1
43	YLR073C	YLR073C
44	YML026C	RPS18B
45	YGR082W	TOM20
46	YCR043C	YCR043C
47	YOL097C	WRS1
48	YJL193W	YJL193W
49	YKL006W	RPL14A
50	YLR344W	RPL26A
51	YLR325C	RPL38
52	YBR294W	SUL1
53	YER102W	RPS8B
54	YLR372W	SUR4
55	YHR089C	GAR1
56	YLR008C	PAM18
57	YOR045W	TOM6
58	YGR123C	PPT1
59	YLL062C	MHT1
60	YHR216W	IMD2
61	YHR005C-A	MRS11
62	Q0160	SCEI
63	YOR095C	RKI1
64	YDR508C	GNP1
65	YBR189W	RPS9B
66	YNL248C	RPA49
67	YOR067C	ALG8
68	YLR146C	SPE4
69	YHR133C	YHR133C
70	YBL027W	RPL19B
71	YGR148C	RPL24B
72	YCL037C	SRO9
73	YCL021W-A	YCL021W-A
74	YKL192C	ACP1
75	YLR413W	YLR413W
76	YPR102C	RPL11A
77	YLR197W	SIK1
78	YIR019C	MUC1
79	YKL154W	SRP102
80	YKR057W	RPS21A
81	YAR002C-A	ERP1
82	YJL191W	RPS14B
83	YJR101W	RSM26
84	YDR165W	TRM82
85	YDR321W	ASP1
86	YDL136W	RPL35B
87	YGL051W	MST27
88	YLR364W	YLR364W
89	YDL191W	RPL35A
90	YJR124C	YJR124C
91	YDR518W	EUG1
92	YPL252C	YAH1
93	YGL147C	RPL9A
94	YMR189W	GCV2
95	YDR471W	RPL27B
96	YLR432W	IMD3
97	YLR293C	GSP1
98	YPR041W	TIF5
99	YJR047C	ANB1
100	YLL044W	YLL044W
101	YHL003C	LAG1
102	YJR145C	RPS4A
103	YKL004W	AUR1
104	YPL198W	RPL7B
105	YKR092C	SRP40
106	YMR318C	ADH6
107	YKR085C	MRPL20
108	YMR230W	RPS10B
109	YJL188C	BUD19
110	YHR025W	THR1
111	YBR048W	RPS11B
112	YFL045C	SEC53
113	YER009W	NTF2
114	YER060W	FCY21
115	YJR010W	MET3
116	YOR232W	MGE1
117	YPR144C	NOC4
118	YBR084C-A	RPL19A
119	YBL002W	HTB2
120	YDR044W	HEM13
121	YFL026W	STE2
122	YDR025W	RPS11A
123	YDL219W	DTD1
124	YHR010W	RPL27A
125	YOL010W	RCL1
126	YNL131W	TOM22
127	YBL039C	URA7
128	YOR340C	RPA43
129	YHR059W	FYV4
130	YMR006C	PLB2
131	YDR417C	YDR417C
132	YOL124C	TRM11
133	YBR252W	DUT1
134	YOL080C	REX4
135	YFL034C-A	RPL22B
136	YDR184C	ATC1
137	YLR452C	SST2
138	YDR449C	UTP6
139	YJR094W-A	RPL43B
140	YJL136C	RPS21B
141	YDL045W-A	MRP10
142	YJR063W	RPA12
143	YGR283C	YGR283C
144	YNR017W	MAS6
145	YJL091C	GWT1
146	YDR302W	GPI11
147	YNL300W	YNL300W
148	YNR061C	YNR061C
149	YDR410C	STE14
150	YJL148W	RPA34
151	YPL076W	GPI2
152	YLR186W	EMG1
153	YER146W	LSM5
154	YBR191W	RPL21A
155	YNR022C	MRPL50
156	YDR083W	RRP8
157	YMR013W-A	YMR013W-A
158	YCL007C	YCL007C
159	YGR208W	SER2
160	YLR065C	YLR065C
161	YLR180W	SAM1
162	YPR039W	YPR039W
163	YJR118C	ILM1
164	YMR215W	GAS3
165	YHL004W	MRP4
166	YBR091C	MRS5
167	YGR215W	RSM27
168	YGR177C	ATF2
169	YIL015W	BAR1
170	YBR146W	MRPS9
171	YDR091C	RLI1
172	YOR390W	YOR390W
173	YNL058C	YNL058C
174	YMR243C	ZRC1
175	YJR020W	YJR020W
176	YCR072C	YCR072C
177	YDR322W	MRPL35
178	YHR049W	FSH1
179	YPL081W	RPS9A
180	YDL227C	HO
181	YKL009W	MRT4
182	YML129C	COX14
183	YLR175W	CBF5
184	YIL103W	DPH1
185	YEL001C	YEL001C
186	YLR287C-A	RPS30A
187	YPL256C	CLN2
188	YOR247W	SRL1
189	YMR312W	ELP6
190	YBL071W-A	KTI11
191	YOR309C	YOR309C
192	YBR088C	POL30
193	YGR020C	VMA7
194	YIL114C	POR2
195	YMR290C	HAS1
196	YOR312C	RPL20B
197	YEL042W	GDA1
198	YER110C	KAP123
199	YPL044C	YPL044C
200	YNL070W	TOM7
201	YDR454C	GUK1
202	YPR010C	RPA135
203	YPL037C	EGD1
204	YGL225W	VRG4
205	YDL228C	YDL228C
206	YHR062C	RPP1
207	YPL273W	SAM4
208	YPR016W-A	YPR016W-A
209	YNR021W	YNR021W
210	YBR190W	YBR190W
211	YKR065C	YKR065C
212	YJR070C	LIA1
213	YIL134W	FLX1
214	YDR101C	ARX1
215	YDR414C	ERD1
216	YDR324C	UTP4
217	YPR110C	RPC40
218	YHR174W	ENO2
219	YOR182C	RPS30B
220	YHR123W	EPT1
221	YLR009W	RLP24
222	YML093W	UTP14
223	YMR093W	UTP15
224	YOL077C	BRX1
225	YMR123W	PKR1
226	YCR057C	PWP2
227	YOR288C	MPD1
228	YDL212W	SHR3
229	YPL144W	YPL144W
230	YGR063C	SPT4
231	YMR075C-A	YMR075C-A
232	YPL227C	ALG5
233	YOR253W	NAT5
234	YDR100W	YDR100W
235	YNL111C	CYB5
236	YIR021W	MRS1
237	YOR143C	THI80
238	YGR185C	TYS1
239	YBR061C	TRM7
240	YER156C	YER156C
241	YBR120C	CBP6
242	YHR148W	IMP3
243	YJR117W	STE24
244	YGL020C	MDM39
245	YHL015W	RPS20
246	YLR069C	MEF1
247	YER081W	SER3
248	YGR034W	RPL26B
249	YOR342C	YOR342C
250	YOR004W	YOR004W
251	YJL062W	LAS21
252	YMR321C	YMR321C
253	YGR109C	CLB6
254	YBR096W	YBR096W
255	YGR128C	UTP8
256	YOR203W	YOR203W
257	YFR005C	SAD1
258	YPL079W	RPL21B
259	YDL229W	SSB1
260	YLR401C	DUS3
261	YPL279C	YPL279C
262	YJR147W	HMS2
263	YIL158W	YIL158W
264	YPL172C	COX10
265	YDL158C	YDL158C
266	YLR222C	UTP13
267	YHR203C	RPS4B
268	YOR293W	RPS10A
269	YDR519W	FPR2
270	YCR003W	MRPL32
271	YDL082W	RPL13A
272	YBR243C	ALG7
273	YGR152C	RSR1
274	YKR079C	TRZ1
275	YJL104W	PAM16
276	Q0050	AI1
277	YLR043C	TRX1
278	YML009C	MRPL39
279	YOR096W	RPS7A
280	YDL063C	YDL063C
281	YPR133W-A	TOM5
282	YBR268W	MRPL37
283	YMR203W	TOM40
284	YOR378W	YOR378W
285	YHR092C	HXT4
286	YHR196W	UTP9
287	YOR108W	LEU9
288	YHL033C	RPL8A
289	YJR041C	URB2
290	YJL062W-A	YJL062W-A
291	YKR006C	MRPL13
292	YKL130C	SHE2
293	YDR354W	TRP4
294	YHR147C	MRPL6
295	YNL010W	YNL010W
296	YGL068W	MNP1
297	YKR081C	RPF2
298	YKL153W	YKL153W
299	YDR496C	PUF6
300	YBR185C	MBA1
301	YMR158W	MRPS8
302	YDL083C	RPS16B
303	YNL151C	RPC31
304	YDR375C	BCS1
305	YMR079W	SEC14
306	YNL175C	NOP13
307	YNR040W	YNR040W
308	YJL097W	YJL097W
309	YBR082C	UBC4
310	YPL183C	YPL183C
311	YGR286C	BIO2
312	YPL173W	MRPL40
313	YOL056W	GPM3
314	YKL165C	MCD4
315	YLR196W	PWP1
316	YMR058W	FET3
317	YDR489W	SLD5
318	YOR002W	ALG6
319	YDR297W	SUR2
320	YDR322C-A	TIM11
321	YLR459W	GAB1
322	YDL015C	TSC13
323	YGR173W	RBG2
324	YKL127W	PGM1
325	YKL084W	HOT13
326	YGL072C	YGL072C
327	YCR020C-A	MAK31
328	YGL120C	PRP43
329	YLR183C	TOS4
330	YLR036C	YLR036C
331	YBR175W	SWD3
332	YPL244C	HUT1
333	YMR049C	ERB1
334	YLR435W	TSR2
335	YMR310C	YMR310C
336	YML116W	ATR1
337	YHR144C	DCD1
338	YDL148C	NOP14
339	YKL216W	URA1
340	YEL048C	YEL048C
341	YNL112W	DBP2
342	YOR204W	DED1
343	YNL302C	RPS19B
344	YBR233W-A	DAD3
345	YNL141W	AAH1
346	YMR260C	TIF11
347	YDR432W	NPL3
348	YJL002C	OST1
349	YBR087W	RFC5
350	YLL035W	GRC3
351	YGL040C	HEM2
352	YMR157C	YMR157C
353	YJL183W	MNN11
354	YDR210W	YDR210W
355	YJL096W	MRPL49
356	YER070W	RNR1
357	YDR308C	SRB7
358	YIL049W	DFG10
359	YDR237W	MRPL7
360	YLR448W	RPL6B
361	YOL020W	TAT2
362	YLR064W	YLR064W
363	YLR312W-A	MRPL15
364	YOR243C	PUS7
365	YIL018W	RPL2B
366	YIL009W	FAA3
367	YGL169W	SUA5
368	YCR034W	FEN1
369	YNL062C	GCD10
370	YLR363W-A	YLR363W-A
371	YMR222C	FSH2
372	YOL003C	YOL003C
373	YPL249C-A	RPL36B
374	YPL132W	COX11
375	YGR076C	MRPL25
376	YBR029C	CDS1
377	YNR009W	YNR009W
378	YOR159C	SME1
379	YAL007C	ERP2
380	YPL126W	NAN1
381	YCL036W	GFD2
382	YBR251W	MRPS5
383	YGR227W	DIE2
384	YOR206W	NOC2
385	YIL040W	APQ12
386	YJL063C	MRPL8
387	YGL236C	MTO1
388	YBR171W	SEC66
389	YGL101W	YGL101W
390	YOR210W	RPB10
391	YLR301W	YLR301W
392	YDR020C	YDR020C
393	YKR060W	UTP30
394	YDL039C	PRM7
395	YDL038C	YDL038C
396	YER091C	MET6
397	YDR382W	RPP2B
398	YDL084W	SUB2
399	YGR038W	ORM1
400	YPR166C	MRP2
401	YGL253W	HXK2
402	YLR020C	YEH2
403	YDL160C	DHH1
404	YLL050C	COF1
405	YER044C	ERG28
406	YJR097W	JJJ3
407	YHR038W	RRF1
408	YER118C	SHO1
409	YDR398W	UTP5
410	YPR044C	YPR044C
411	YDR045C	RPC11
412	YDR408C	ADE8
413	YNL252C	MRPL17
414	YAL059W	ECM1
415	YDR062W	LCB2
416	YOL064C	MET22
417	YOR272W	YTM1
418	YPR060C	ARO7
419	YOL136C	PFK27
420	YMR193C-A	YMR193C-A
421	YJR003C	YJR003C
422	YFL022C	FRS2
423	YHR043C	DOG2
424	YKL120W	OAC1
425	YHR061C	GIC1
426	YIL052C	RPL34B
427	YNL016W	PUB1
428	YGR264C	MES1
429	YHL017W	YHL017W
430	YKR074W	YKR074W
431	YAL012W	CYS3
432	YLR332W	MID2
433	YBR187W	YBR187W
434	YNL108C	YNL108C
435	YBR220C	YBR220C
436	YNL209W	SSB2
437	YMR286W	MRPL33
438	YGL199C	YGL199C
439	YER048W-A	YER048W-A
440	YCR013C	YCR013C
441	YLR042C	YLR042C
442	YDR084C	YDR084C
443	YJL072C	PSF2
444	YLR061W	RPL22A
445	YGR036C	CAX4
446	YBR247C	ENP1
447	YIL110W	YIL110W
448	YOR359W	VTS1
449	YLR022C	YLR022C
450	YBL032W	HEK2
451	YKL081W	TEF4
452	YDR156W	RPA14
453	YNR030W	ALG12
454	YOL008W	YOL008W
455	YNR019W	ARE2
456	YML063W	RPS1B
457	YHR045W	YHR045W
458	YPR069C	SPE3
459	YIR043C	YIR043C
460	YKL156W	RPS27A
461	YNL264C	PDR17
462	YGR195W	SKI6
463	YHR170W	NMD3
464	YML108W	YML108W
465	YJR069C	HAM1
466	YNL121C	TOM70
467	YJR067C	YAE1
468	YEL020W-A	TIM9
469	YJR034W	PET191
470	YLR058C	SHM2
471	YLR439W	MRPL4
472	YBR084W	MIS1
473	YBR154C	RPB5
474	YDR115W	YDR115W
475	YMR024W	MRPL3
476	YDR472W	TRS31
477	YOR254C	SEC63
478	YCL059C	KRR1
479	YOR313C	SPS4
480	YMR212C	EFR3
481	YBR246W	YBR246W
482	YJR054W	YJR054W
483	YOR164C	YOR164C
484	YKL194C	MST1
485	YGR203W	YGR203W
486	YHR052W	CIC1
487	YJL115W	ASF1
488	YKL003C	MRP17
489	YHR181W	YHR181W
490	YKL056C	YKL056C
491	YLR342W	FKS1
492	YER025W	GCD11
493	YLR059C	REX2
494	YLR460C	YLR460C
495	YDR469W	SDC1
496	YGL238W	CSE1
497	YJL187C	SWE1
498	YNR050C	LYS9
499	YLR262C-A	YLR262C-A
500	YGL251C	HFM1
501	YOR224C	RPB8
502	YDR412W	YDR412W
503	YER074W-A	YOS1
504	YER058W	PET117
505	YBR034C	HMT1
506	YJL069C	UTP18
507	YJL124C	LSM1
508	YIL070C	MAM33
509	YMR188C	MRPS17
510	YGR158C	MTR3
511	YFL034C-B	MOB2
512	YML036W	YML036W
513	YBR210W	ERV15
514	YLR203C	MSS51
515	YCR027C	RHB1
516	YOR101W	RAS1
517	YBL042C	FUI1
518	YOR369C	RPS12
519	YMR298W	LIP1
520	YHR064C	SSZ1
521	YHR093W	AHT1
522	YLL045C	RPL8B
523	YLR359W	ADE13
524	YIL127C	YIL127C
525	YJL190C	RPS22A
526	YDR440W	DOT1
527	YCL002C	YCL002C
528	YMR010W	YMR010W
529	YGR061C	ADE6
530	YNL145W	MFA2
531	YGR262C	BUD32
532	YDR233C	RTN1
533	YLR245C	CDD1
534	YOL098C	YOL098C
535	YGR117C	YGR117C
536	YGR055W	MUP1
537	YNL021W	HDA1
538	YEL027W	CUP5
539	YKL051W	SFK1
540	YNL280C	ERG24
541	YPR175W	DPB2
542	YER154W	OXA1
543	YMR208W	ERG12
544	YFR055W	YFR055W
545	YIL118W	RHO3
546	YHR013C	ARD1
547	YER003C	PMI40
548	YER131W	RPS26B
549	YIR026C	YVH1
550	YCR065W	HCM1
551	YIL074C	SER33
552	YHR117W	TOM71
553	YJR116W	YJR116W
554	YKL018W	SWD2
555	YLL006W	MMM1
556	YOR153W	PDR5
557	YMR217W	GUA1
558	YJL061W	NUP82
559	YDL111C	RRP42
560	YER086W	ILV1
561	YPR063C	YPR063C
562	YOR277C	YOR277C
563	YBR282W	MRPL27
564	YDR021W	FAL1
565	YBL081W	YBL081W
566	YHL011C	PRS3
567	YLR200W	YKE2
568	YJL109C	UTP10
569	YDR404C	RPB7
570	YPR137W	RRP9
571	YLR390W	ECM19
572	YPL264C	YPL264C
573	YBR238C	YBR238C
574	YGR172C	YIP1
575	YNL182C	IPI3
576	YOR297C	TIM18
577	YDL127W	PCL2
578	YLR104W	YLR104W
579	YEL017C-A	PMP2
580	YBR283C	SSH1
581	YLR285W	NNT1
582	YPL098C	YPL098C
583	YIL096C	YIL096C
584	YPL211W	NIP7
585	YPR167C	MET16
586	YPL043W	NOP4
587	YJL024C	APS3
588	YMR308C	PSE1
589	YJL208C	NUC1
590	YDL092W	SRP14
591	YKL137W	YKL137W
592	YBR025C	YBR025C
593	YHR208W	BAT1
594	YOL143C	RIB4
595	YMR221C	YMR221C
596	YIL021W	RPB3
597	YER007C-A	YER007C-A
598	YNL220W	ADE12
599	YML019W	OST6
600	YLR084C	RAX2
601	YDR023W	SES1
602	YFR041C	ERJ5
603	YML050W	YML050W
604	YNL222W	SSU72
605	YHR021C	RPS27B
606	YLR002C	NOC3
607	YOR234C	RPL33B
608	YGL078C	DBP3
609	YDL202W	MRPL11
610	YOR085W	OST3
611	YDL185C-A	YDL185C-A
612	YPL086C	ELP3
613	YPR028W	YOP1
614	YBR130C	SHE3
615	YJL192C	SOP4
616	YAL036C	RBG1
617	YOR266W	PNT1
618	YHR163W	SOL3
619	YDL195W	SEC31
620	YLL011W	SOF1
621	Q0182	Q0182
622	YDL208W	NHP2
623	YCR015C	YCR015C
624	YKR026C	GCN3
625	YHR094C	HXT1
626	YIL157C	YIL157C
627	YJL122W	YJL122W
628	YPR071W	YPR071W
629	YLR129W	DIP2
630	YNL132W	KRE33
631	YJR013W	GPI14
632	YKR004C	ECM9
633	YGL097W	SRM1
634	YGL083W	SCY1
635	YBR265W	TSC10
636	YDR064W	RPS13
637	YOL040C	RPS15
638	YBR042C	YBR042C
639	YDR462W	MRPL28
640	YJL046W	YJL046W
641	YDL052C	SLC1
642	YMR143W	RPS16A
643	YJL011C	RPC17
644	YCL063W	VAC17
645	YDR300C	PRO1
646	YHR142W	CHS7
647	YGL229C	SAP4
648	YER060W-A	FCY22
649	YDR087C	RRP1
650	YBR135W	CKS1
651	YFR042W	YFR042W
652	YER183C	FAU1
653	YAL033W	POP5
654	YMR055C	BUB2
655	YHR098C	SFB3
656	YER055C	HIS1
657	YGL016W	KAP122
658	YHR116W	COX23
659	YDR501W	PLM2
660	YLR449W	FPR4
661	YKL205W	LOS1
662	YGL213C	SKI8
663	YFL048C	EMP47
664	YBR022W	POA1
665	YKL087C	CYT2
666	YDR347W	MRP1
667	YOR184W	SER1
668	YIL123W	SIM1
669	YML124C	TUB3
670	YPL237W	SUI3
671	YBL020W	RFT1
672	YKL160W	ELF1
673	YPR114W	YPR114W
674	YIL064W	YIL064W
675	YGR187C	HGH1
676	YGL001C	ERG26
677	YGR181W	TIM13
678	YBR221C	PDB1
679	YDL179W	PCL9
680	YOR079C	ATX2
681	YFR007W	YFR007W
682	YFR031C-A	RPL2A
683	YKL183W	LOT5
684	YDL232W	OST4
685	YMR012W	CLU1
686	YJL180C	ATP12
687	YOR260W	GCD1
688	YAL023C	PMT2
689	YJR044C	VPS55
690	YJL010C	YJL010C
691	YBR192W	RIM2
692	YGR054W	YGR054W
693	YGR169C	PUS6
694	YGR081C	SLX9
695	YGR062C	COX18
696	YMR122C	YMR122C
697	YOR271C	YOR271C
698	YKL077W	YKL077W
699	YPL254W	HFI1
700	YBR021W	FUR4
701	YIL016W	SNL1
702	YGL223C	COG1
703	YGR221C	TOS2
704	YMR272C	SCS7
705	YMR241W	YHM2
706	YJL133W	MRS3
707	YGR084C	MRP13
708	YOR286W	YOR286W
709	YKL069W	YKL069W
710	YPR043W	RPL43A
711	YPR042C	PUF2
712	YML096W	YML096W
713	YER049W	YER049W
714	YDL101C	DUN1
715	YNL075W	IMP4
716	YBR141C	YBR141C
717	YDL064W	UBC9
718	YGL256W	ADH4
719	YDR367W	YDR367W
720	YMR011W	HXT2
721	YEL002C	WBP1
722	YML025C	YML6
723	YMR229C	RRP5
724	YML130C	ERO1
725	YML024W	RPS17A
726	YGR159C	NSR1
727	YGL263W	COS12
728	YEL017W	GTT3
729	YJL157C	FAR1
730	YDL167C	NRP1
731	YBR292C	YBR292C
732	YMR309C	NIP1
733	YKL167C	MRP49
734	YOL059W	GPD2
735	YPL143W	RPL33A
736	YMR267W	PPA2
737	YLL034C	RIX7
738	YJL200C	YJL200C
739	YDR465C	RMT2
740	YLL014W	YLL014W
741	YIL079C	AIR1
742	YDR361C	BCP1
743	YGR145W	ENP2
744	YEL054C	RPL12A
745	YNL185C	MRPL19
746	YNL291C	MID1
747	YJL198W	PHO90
748	YPL059W	GRX5
749	YLR388W	RPS29A
750	YDR331W	GPI8
751	YJL080C	SCP160
752	YGL246C	RAI1
753	YGL084C	GUP1
754	YOL007C	YOL007C
755	YBR142W	MAK5
756	YFR011C	YFR011C
757	YGL010W	YGL010W
758	YMR209C	YMR209C
759	YDL095W	PMT1
760	YGL102C	YGL102C
761	YNL282W	POP3
762	YNL315C	ATP11
763	YPL030W	YPL030W
764	YER113C	YER113C
765	YCR075C	ERS1
766	YBR037C	SCO1
767	YJL125C	GCD14
768	YLR412W	YLR412W
769	YEL047C	YEL047C
770	YDR400W	URH1
771	YLR050C	YLR050C
772	YGR007W	MUQ1
773	YLR418C	CDC73
774	YLR420W	URA4
775	YLR212C	TUB4
776	YEL021W	URA3
777	YLR405W	DUS4
778	YLR378C	SEC61
779	YGL039W	YGL039W
780	YLR243W	YLR243W
781	YMR116C	ASC1
782	YKL164C	PIR1
783	YDR502C	SAM2
784	YNL263C	YIF1
785	YDL217C	TIM22
786	YDL174C	DLD1
787	YPL266W	DIM1
788	YML125C	YML125C
789	YDR261C	EXG2
790	YJL218W	YJL218W
791	YOR301W	RAX1
792	YHR024C	MAS2
793	YOL030W	GAS5
794	YJR032W	CPR7
795	YHR197W	RIX1
796	YEL074W	YEL074W
797	YNL030W	HHF2
798	YIL035C	CKA1
799	YBL082C	ALG3
800	YER057C	HMF1
801	YDR120C	TRM1
802	YDR451C	YHP1
803	YOR158W	PET123
804	YDL164C	CDC9
805	YKL212W	SAC1
806	YGL195W	GCN1
807	YDR098C	GRX3
808	YER093C-A	YER093C-A
809	YML022W	APT1
810	YDR341C	YDR341C
811	YCR053W	THR4
812	YKL170W	MRPL38
813	YPL010W	RET3
814	YPL220W	RPL1A
815	YPL136W	YPL136W
816	YPL012W	RRP12
817	YBR255C-A	YBR255C-A
818	YML052W	SUR7
819	YGR254W	ENO1
820	YGR280C	PXR1
821	YKL046C	DCW1
822	YJL044C	GYP6
823	YDR337W	MRPS28
824	YIL044C	AGE2
825	YDR194C	MSS116
826	YBR070C	ALG14
827	YOR360C	PDE2
828	YKL008C	LAC1
829	YNL026W	SAM50
830	YDR090C	YDR090C
831	YBL009W	YBL009W
832	YPR139C	VPS66
833	YGL135W	RPL1B
834	YDR047W	HEM12
835	YLR060W	FRS1
836	YOR276W	CAF20
837	YBR274W	CHK1
838	YGL107C	RMD9
839	YML018C	YML018C
840	YIL162W	SUC2
841	YBL024W	NCL1
842	YHR019C	DED81
843	YOR311C	HSD1
844	YLR017W	MEU1
845	YNR015W	SMM1
846	YDL201W	TRM8
847	YDR116C	MRPL1
848	YBL083C	YBL083C
849	YCR067C	SED4
850	YLL004W	ORC3
851	YOR046C	DBP5
852	YBR297W	MAL33
853	YJL194W	CDC6
854	YBR106W	PHO88
855	YGL129C	RSM23
856	YGL054C	ERV14
857	YNL113W	RPC19
858	YMR166C	YMR166C
859	YOR341W	RPA190
860	YER074W	RPS24A
861	YNL178W	RPS3
862	YER043C	SAH1
863	YDR345C	HXT3
864	YJL189W	RPL39
865	YLR229C	CDC42
866	YCR024C	SLM5
867	YCR064C	YCR064C
868	YAR018C	KIN3
869	YNR013C	PHO91
870	YJR007W	SUI2
871	YGR200C	ELP2
872	YBL100C	YBL100C
873	YMR013C	SEC59
874	YLR389C	STE23
875	YPR020W	ATP20
876	YDL187C	YDL187C
877	YIL091C	YIL091C
878	YIL053W	RHR2
879	YIR012W	SQT1
880	YLR088W	GAA1
881	YNR041C	COQ2
882	YNL147W	LSM7
883	YEL029C	BUD16
884	YPR004C	YPR004C
885	YGR272C	YGR272C
886	YMR234W	RNH1
887	YNL169C	PSD1
888	YDR013W	PSF1
889	YCR060W	TAH1
890	YCR063W	BUD31
891	YER112W	LSM4
892	YPL061W	ALD6
893	YOR009W	TIR4
894	YLR291C	GCD7
895	YNL247W	YNL247W
896	YBR079C	RPG1
897	YJL209W	CBP1
898	YFR028C	CDC14
899	YPR181C	SEC23
900	YNL268W	LYP1
901	YBR145W	ADH5
902	YLL031C	GPI13
903	YDR175C	RSM24
904	YMR193W	MRPL24
905	YGR271C-A	YGR271C-A
906	YLR253W	YLR253W
907	YDL040C	NAT1
908	YML079W	YML079W
909	YPL255W	BBP1
910	YJL050W	MTR4
911	YOL121C	RPS19A
912	YNL219C	ALG9
913	YPL263C	KEL3
914	YNL096C	RPS7B
915	YKL187C	YKL187C
916	YLR172C	DPH5
917	YOL061W	PRS5
918	YKR088C	YKR088C
919	YKL166C	TPK3
920	YBL090W	MRP21
921	YGL108C	YGL108C
922	YML046W	PRP39
923	YGR183C	QCR9
924	YHR109W	CTM1
925	YGL099W	LSG1
926	YAR015W	ADE1
927	YLR340W	RPP0
928	YNR012W	URK1
929	YCR048W	ARE1
930	YPL267W	YPL267W
931	YDR528W	HLR1
932	YGR096W	TPC1
933	YGR191W	HIP1
934	YDL093W	PMT5
935	YKR071C	DRE2
936	YNL073W	MSK1
937	YOL031C	SIL1
938	YLR103C	CDC45
939	YJL121C	RPE1
940	YIL027C	KRE27
941	YKL128C	PMU1
942	YGR220C	MRPL9
943	YKL180W	RPL17A
944	YCL045C	YCL045C
945	YLR210W	CLB4
946	YIL076W	SEC28
947	YOR103C	OST2
948	YOR314W	YOR314W
949	YBR104W	YMC2
950	YHR167W	THP2
951	YNL024C	YNL024C
952	YML097C	VPS9
953	YNL085W	MKT1
954	YPL261C	YPL261C
955	YMR292W	GOT1
956	YCL031C	RRP7
957	YPL032C	SVL3
958	YOL122C	SMF1
959	YIL104C	SHQ1
960	YOL127W	RPL25
961	YLR154C	RNH203
962	YGL171W	ROK1
963	YDR395W	SXM1
964	YNL260C	YNL260C
965	YGL125W	MET13
966	YDR093W	DNF2
967	YLR230W	YLR230W
968	YHR015W	MIP6
969	YHR154W	RTT107
970	YNR004W	YNR004W
971	YOL107W	YOL107W
972	YJL213W	YJL213W
973	YPL210C	SRP72
974	YDL060W	TSR1
975	YPL226W	NEW1
976	YMR131C	RRB1
977	YBL028C	YBL028C
978	YOR361C	PRT1
979	YPR142C	YPR142C
980	YKL110C	KTI12
981	YJR010C-A	SPC1
982	YDL205C	HEM3
983	YOL073C	YOL073C
984	YGR103W	NOP7
985	YER036C	
986	YOR354C	MSC6
987	YML064C	TEM1
988	YCR016W	YCR016W
989	YBL068W	PRS4
990	YDL150W	RPC53
991	YOR092W	ECM3
992	YIL011W	TIR3
993	YDL072C	YDL072C
994	YHR151C	YHR151C
995	YNL261W	ORC5
996	YLL002W	RTT109
997	YGR078C	PAC10
998	YBR244W	GPX2
999	YMR158C-B	YMR158C-B
1000	YDL157C	YDL157C
1001	YDR041W	RSM10
1002	YML043C	RRN11
1003	YJL008C	CCT8
1004	YBR254C	TRS20
1005	YGR260W	TNA1
1006	YPL217C	BMS1
1007	YGR151C	YGR151C
1008	YGR245C	SDA1
1009	YJR112W	NNF1
1010	YJR024C	YJR024C
1011	YMR296C	LCB1
1012	YDR353W	TRR1
1013	YLR409C	UTP21
1014	YER027C	GAL83
1015	YPR113W	PIS1
1016	YMR315W	YMR315W
1017	YOR017W	PET127
1018	YNR054C	YNR054C
1019	YBR004C	GPI18
1020	YJR143C	PMT4
1021	YJL028W	YJL028W
1022	YNL119W	NCS2
1023	YPL131W	RPL5
1024	YDL145C	COP1
1025	YCR090C	YCR090C
1026	YBL026W	LSM2
1027	YLR192C	HCR1
1028	YHR099W	TRA1
1029	YLR355C	ILV5
1030	YOL094C	RFC4
1031	YGR261C	APL6
1032	YLR204W	QRI5
1033	YBR041W	FAT1
1034	YMR223W	UBP8
1035	YHR041C	SRB2
1036	YMR281W	GPI12
1037	YDR015C	YDR015C
1038	YJL211C	YJL211C
1039	YHR042W	NCP1
1040	YOR334W	MRS2
1041	YNL137C	NAM9
1042	YMR088C	VBA1
1043	YJR056C	YJR056C
1044	YHR001W-A	QCR10
1045	YNR043W	MVD1
1046	YNR046W	TRM112
1047	YGL088W	YGL088W
1048	YPL241C	CIN2
1049	YOR021C	YOR021C
